"","distancia","potencia","tipo"
"1461",145,0.361200062594198,"avion"
"1471",146,0.310974597948338,"avion"
"1481",147,0.250963912557288,"avion"
"1491",148,0.23090111435654,"avion"
"1501",149,0.245212676446265,"avion"
"1511",150,0.257345959594856,"avion"
"1521",151,0.327167440012911,"avion"
"153",152,0.255297049034689,"avion"
"1541",153,0.268711210607816,"avion"
"1551",154,0.244018185140846,"avion"
"1561",155,0.242490499153727,"avion"
"1571",156,0.297360822002092,"avion"
"1581",157,0.260350010504058,"avion"
"1591",158,0.391287364457104,"avion"
"1601",159,0.263922412310055,"avion"
"1611",160,0.253432619348165,"avion"
"1621",161,0.239330637283091,"avion"
"1631",162,0.231681609632167,"avion"
"164",163,0.278413760203696,"avion"
"165",164,0.243186130810122,"avion"
"1661",165,0.242315964808213,"avion"
"1671",166,0.234785469337467,"avion"
"1681",167,0.275445442494708,"avion"
"1691",168,0.227174328947166,"avion"
"1701",169,0.248790594398931,"avion"
"171",170,0.235581126001489,"avion"
"1721",171,0.236001757059062,"avion"
"173",172,0.284501134125249,"avion"
"1741",173,0.274468279429959,"avion"
"1751",174,0.245684942817294,"avion"
"1761",175,0.230509899992842,"avion"
"177",176,0.281772558659463,"avion"
"1781",177,0.265151659223109,"avion"
"1791",178,0.223159878864365,"avion"
"180",179,0.24282789821947,"avion"
"1811",180,0.219689621190963,"avion"
"1821",181,0.281726410152509,"avion"
"1831",182,0.237510812684115,"avion"
"1841",183,0.237080575955625,"avion"
"1851",184,0.246441678684032,"avion"
"1861",185,0.234762954148147,"avion"
"1871",186,0.286588941516156,"avion"
"188",187,0.266937504127593,"avion"
"189",188,0.241343658328696,"avion"
"1901",189,0.277213951648061,"avion"
"1911",190,0.234417847990786,"avion"
"1921",191,0.244950309536814,"avion"
"193",192,0.294820834840554,"avion"
"194",193,0.35097995306663,"avion"
"195",194,0.306753985275453,"avion"
"1961",195,0.238113439914895,"avion"
"197",196,0.263870375584211,"avion"
"198",197,0.276513253853775,"avion"
"1991",198,0.225514418357101,"avion"
"2001",199,0.276223289730387,"avion"
"2011",200,0.264041378346406,"avion"
"2021",201,0.212341698340078,"avion"
"203",202,0.231077510254874,"avion"
"2041",203,0.244264250884715,"avion"
"2051",204,0.240662219400347,"avion"
"2061",205,0.252194953788805,"avion"
"207",206,0.238308815895615,"avion"
"2081",207,0.207980296080442,"avion"
"2091",208,0.21686688102912,"avion"
"210",209,0.228878732136751,"avion"
"2111",210,0.282750050637229,"avion"
"2121",211,0.287987999455954,"avion"
"213",212,0.229544271977868,"avion"
"2141",213,0.228419361645827,"avion"
"2151",214,0.233461359927797,"avion"
"2161",215,0.273735162926668,"avion"
"2171",216,0.277539100251396,"avion"
"2181",217,0.218087979660071,"avion"
"219",218,0.239070539323599,"avion"
"220",219,0.244694747575368,"avion"
"2211",220,0.242357972523283,"avion"
"222",221,0.238114424259996,"avion"
"223",222,0.269956904005631,"avion"
"2241",223,0.216886793879727,"avion"
"2251",224,0.226737608211113,"avion"
"226",225,0.210680275223068,"avion"
"2271",226,0.26249549440459,"avion"
"2281",227,0.236016706681944,"avion"
"2291",228,0.275687672708898,"avion"
"2301",229,0.200838145824162,"avion"
"2311",230,0.200078869436972,"avion"
"2321",231,0.250657675195403,"avion"
"2331",232,0.224379086186463,"avion"
"234",233,0.266348083863478,"avion"
"2351",234,0.409029720566328,"avion"
"2361",235,0.256370186957308,"avion"
"2371",236,0.221325353812007,"avion"
"2381",237,0.243264853469956,"avion"
"239",238,0.270562945013958,"avion"
"2401",239,0.226816975744133,"avion"
"2411",240,0.20064656459583,"avion"
"2421",241,0.215674081191921,"avion"
"2431",242,0.228055234734673,"avion"
"2441",243,0.194595408494738,"avion"
"2451",244,0.258638117511552,"avion"
"246",245,0.307974518363134,"avion"
"2471",246,0.210782426137241,"avion"
"2481",247,0.229844272087549,"avion"
"2491",248,0.232108456965306,"avion"
"2501",249,0.217016100630368,"avion"
"2511",250,0.203538342239065,"avion"
"252",251,0.248214068176545,"avion"
"2531",252,0.204259022457879,"avion"
"254",253,0.192852319600477,"avion"
"255",254,0.203179013923284,"avion"
"2561",255,0.186973561931373,"avion"
"257",256,0.199385728055315,"avion"
"2581",257,0.186107667087378,"avion"
"2591",258,0.213008312870529,"avion"
"2601",259,0.193215203153753,"avion"
"2611",260,0.218378316268337,"avion"
"262",261,0.217349761762972,"avion"
"2631",262,0.188053445923285,"avion"
"2641",263,0.223836515096312,"avion"
"2651",264,0.242919905728723,"avion"
"2661",265,0.241496540921779,"avion"
"267",266,0.192470046918186,"avion"
"268",267,0.219992516452619,"avion"
"269",268,0.191904641428012,"avion"
"2701",269,0.220739308546572,"avion"
"2711",270,0.204260979437375,"avion"
"2721",271,0.19181947725848,"avion"
"2731",272,0.209305979787417,"avion"
"2741",273,0.204681158253921,"avion"
"275",274,0.179023423542538,"avion"
"2761",275,0.188131466096521,"avion"
"2771",276,0.179007553405837,"avion"
"278",277,0.285086780812703,"avion"
"2791",278,0.201070584891701,"avion"
"2801",279,0.344938449263613,"avion"
"2811",280,0.314632292712829,"avion"
"2821",281,0.363642525830855,"avion"
"283",282,0.218687854617067,"avion"
"2841",283,0.185565154816381,"avion"
"2851",284,0.22130299942458,"avion"
"2861",285,0.173875451135814,"avion"
"287",286,0.2485119740701,"avion"
"288",287,0.179948466194248,"avion"
"2891",288,0.217832383733163,"avion"
"2901",289,0.215955817221524,"avion"
"2911",290,0.191264475622722,"avion"
"2921",291,0.167683560908539,"avion"
"293",292,0.265201719296793,"avion"
"294",293,0.170534644884782,"avion"
"295",294,0.195661111144131,"avion"
"2961",295,0.207984598017428,"avion"
"297",296,0.209444368063637,"avion"
"2981",297,0.20274426949594,"avion"
"299",298,0.248523054606354,"avion"
"3001",299,0.167475279439868,"avion"
"301",300,0.184302974732295,"avion"
"3021",301,0.170884577511073,"avion"
"3031",302,0.203404774912159,"avion"
"3041",303,0.220541763636431,"avion"
"305",304,0.233717965657868,"avion"
"3061",305,0.174555890749455,"avion"
"307",306,0.17682057438894,"avion"
"308",307,0.201889482293008,"avion"
"3091",308,0.189402766049073,"avion"
"310",309,0.212856127441072,"avion"
"311",310,0.164218061425486,"avion"
"3121",311,0.25730496919505,"avion"
"313",312,0.184642455739358,"avion"
"3141",313,0.225273316210752,"avion"
"3151",314,0.269933674912935,"avion"
"316",315,0.172924777906982,"avion"
"3171",316,0.1578395167721,"avion"
"3181",317,0.173433365193547,"avion"
"3191",318,0.178721110797767,"avion"
"3201",319,0.178855657991845,"avion"
"321",320,0.18776147152524,"avion"
"3221",321,0.230036597971874,"avion"
"3231",322,0.180065937440101,"avion"
"324",323,0.200867350900138,"avion"
"325",324,0.202939472988464,"avion"
"3261",325,0.208094274153708,"avion"
"327",326,0.158966631696312,"avion"
"328",327,0.233003002822313,"avion"
"3291",328,0.177565019875575,"avion"
"330",329,0.183676786912259,"avion"
"3311",330,0.18995131748684,"avion"
"332",331,0.155099277105809,"avion"
"3331",332,0.209602374348801,"avion"
"3341",333,0.167470328525265,"avion"
"335",334,0.278217960034171,"avion"
"3361",335,0.179630979952203,"avion"
"3371",336,0.152117527902112,"avion"
"338",337,0.17326599066399,"avion"
"339",338,0.198070540679699,"avion"
"3401",339,0.171563952638375,"avion"
"341",340,0.148756873326638,"avion"
"342",341,0.16706487883236,"avion"
"343",342,0.138777792221878,"avion"
"3441",343,0.139267603687399,"avion"
"345",344,0.157851541194112,"avion"
"346",345,0.157814531599149,"avion"
"3471",346,0.177413805839268,"avion"
"348",347,0.132109082507614,"avion"
"349",348,0.13498335267828,"avion"
"3501",349,0.187037408532195,"avion"
"351",350,0.202641217669247,"avion"
"3521",351,0.16853050241777,"avion"
"353",352,0.140616848445115,"avion"
"3541",353,0.145300912879544,"avion"
"355",354,0.142270602733296,"avion"
"356",355,0.13852614750283,"avion"
"357",356,0.184884411024924,"avion"
"358",357,0.184076270982655,"avion"
"3591",358,0.126652545925384,"avion"
"3601",359,0.175672559421139,"avion"
"361",360,0.160679681620212,"avion"
"362",361,0.129737334890668,"avion"
"363",362,0.130078742586096,"avion"
"364",363,0.150485106966353,"avion"
"365",364,0.211236159353371,"avion"
"366",365,0.160477439202751,"avion"
"367",366,0.18086074684575,"avion"
"368",367,0.137599272962873,"avion"
"3691",368,0.138949904641999,"avion"
"370",369,0.149244715784178,"avion"
"371",370,0.122717408536779,"avion"
"372",371,0.118602817149933,"avion"
"373",372,0.147002585653881,"avion"
"3741",373,0.145964693560916,"avion"
"375",374,0.173816282556189,"avion"
"3761",375,0.1447127337212,"avion"
"377",376,0.162580534571862,"avion"
"378",377,0.123440136849699,"avion"
"379",378,0.172884140325948,"avion"
"380",379,0.189218349302679,"avion"
"381",380,0.111876006084352,"avion"
"3821",381,0.158436146634562,"avion"
"383",382,0.136280062873598,"avion"
"384",383,0.10512827143829,"avion"
"385",384,0.113228606223468,"avion"
"386",385,0.128783165660606,"avion"
"387",386,0.130765141659935,"avion"
"388",387,0.142764917358835,"avion"
"3891",388,0.110554753766854,"avion"
"390",389,0.121373421865979,"avion"
"3911",390,0.191115354506284,"avion"
"392",391,0.155966487368646,"avion"
"3931",392,0.133919316732279,"avion"
"394",393,0.129849926530622,"avion"
"395",394,0.150508532072594,"avion"
"396",395,0.103739180665927,"avion"
"3971",396,0.204925838942941,"avion"
"398",397,0.16326263532273,"avion"
"399",398,0.120781199931878,"avion"
"400",399,0.228214506002676,"avion"
"401",400,0.0974384754229565,"avion"
"402",401,0.113210041291085,"avion"
"403",402,0.118991202823708,"avion"
"404",403,0.150296607692468,"avion"
"405",404,0.147678959486109,"avion"
"406",405,0.183764752367915,"avion"
"4071",406,0.116845934011942,"avion"
"408",407,0.161410247897468,"avion"
"409",408,0.261306134509036,"avion"
"4101",409,0.0958766036991464,"avion"
"411",410,0.130105348462042,"avion"
"412",411,0.0981222794160112,"avion"
"4131",412,0.120568000496661,"avion"
"4141",413,0.140197496458985,"avion"
"415",414,0.114187843726904,"avion"
"416",415,0.0872628768067788,"avion"
"417",416,0.10775572748588,"avion"
"418",417,0.147475702241928,"avion"
"4191",418,0.110484215923001,"avion"
"420",419,0.108696141531726,"avion"
"421",420,0.113749387737553,"avion"
"422",421,0.0951124587653787,"avion"
"423",422,0.110599081602131,"avion"
"4241",423,0.105977300985586,"avion"
"425",424,0.122089379030203,"avion"
"426",425,0.0886759816222298,"avion"
"4271",426,0.100533671256919,"avion"
"428",427,0.136452833095954,"avion"
"4291",428,0.0833582900431333,"avion"
"430",429,0.133008476652972,"avion"
"431",430,0.218481187872486,"avion"
"432",431,0.147670884596817,"avion"
"433",432,0.0925301954510346,"avion"
"434",433,0.104367981385104,"avion"
"435",434,0.0792762358805969,"avion"
"436",435,0.0862956309122636,"avion"
"437",436,0.113272295540679,"avion"
"438",437,0.0917052353988311,"avion"
"439",438,0.0849691668490201,"avion"
"440",439,0.100401354437284,"avion"
"441",440,0.0721638839980631,"avion"
"442",441,0.0933783785982431,"avion"
"443",442,0.115208616143447,"avion"
"444",443,0.154935568664064,"avion"
"445",444,0.0920408213632275,"avion"
"446",445,0.0718386593365008,"avion"
"447",446,0.127481389928675,"avion"
"448",447,0.0611905756531563,"avion"
"4491",448,0.0615301877486153,"avion"
"450",449,0.0737241983811083,"avion"
"451",450,0.108344152602719,"avion"
"452",451,0.0740940084305349,"avion"
"4531",452,0.0578266997185431,"avion"
"454",453,0.0745747120791134,"avion"
"455",454,0.0775554218980781,"avion"
"456",455,0.0460019555457846,"avion"
"457",456,0.129719568783669,"avion"
"458",457,0.0487942765208109,"avion"
"459",458,0.0774099206180103,"avion"
"460",459,0.0959586255674013,"avion"
"461",460,0.108677281121562,"avion"
"462",461,0.0614333345635251,"avion"
"463",462,0.0403871298459363,"avion"
"4641",463,0.124458442637921,"avion"
"465",464,0.107949557489295,"avion"
"466",465,0.0940287418547767,"avion"
"467",466,0.0548430115191774,"avion"
"468",467,0.103421738842173,"avion"
"469",468,0.062216612055246,"avion"
"4701",469,0.0692508259300597,"avion"
"471",470,0.0589767247000848,"avion"
"472",471,0.186654665993749,"avion"
"473",472,0.0791150565674633,"avion"
"474",473,0.0311589685178003,"avion"
"475",474,0.0373664460716176,"avion"
"4761",475,0.0294080088562577,"avion"
"477",476,0.0856829349675078,"avion"
"478",477,0.046883502392348,"avion"
"479",478,0.0487915674345645,"avion"
"480",479,0.0721219371750935,"avion"
"481",480,0.0467695292794398,"avion"
"482",481,0.229658363231626,"avion"
"483",482,0.0828166992808581,"avion"
"484",483,0.0213279607563031,"avion"
"485",484,0.15981934811822,"avion"
"486",485,0.0680183392102853,"avion"
"487",486,0.0503479868048477,"avion"
"488",487,0.0796463385182583,"avion"
"4891",488,0.0742946433467905,"avion"
"490",489,0.0209899554584001,"avion"
"491",490,0.103803662043486,"avion"
"492",491,0.0357179630240073,"avion"
"493",492,0.0423612530034672,"avion"
"494",493,0.0321464090484045,"avion"
"495",494,0.0324608953088794,"avion"
"496",495,0.0164535637774216,"avion"
"497",496,0.0331977074582833,"avion"
"498",497,0.0161692683076521,"avion"
"499",498,0.0932335955610978,"avion"
"500",499,0.0329886719644811,"avion"
"501",500,0.0175131985135905,"avion"
